2021-11-21 17:31:44 [-3000]  T[0]  Resurrection Check Turn Left:-9
2021-11-21 17:31:44 [-2700]  T[10]  Resurrection Check Turn Left:1
2021-11-21 17:31:44 [-2400]  T[20]  Resurrection Check Turn Left:11
2021-11-21 17:55:12 [1435]  T[268]  [Tibet]  Stability is 12
2021-11-21 17:55:12 [1435]  T[268]  [Tibet]  Stability Category 0 is 0
2021-11-21 17:55:12 [1435]  T[268]  [Tibet]  Stability Category 1 is 0
2021-11-21 17:55:12 [1435]  T[268]  [Tibet]  Stability Category 2 is 12
2021-11-21 17:55:12 [1435]  T[268]  [Tibet]  Stability Category 3 is 0
2021-11-21 17:55:12 [1435]  T[268]  [Tibet]  Stability Category 4 is 0
2021-11-21 17:55:12 [1440]  T[269]  [Aztecs]  Stability is 16
2021-11-21 17:55:12 [1440]  T[269]  [Aztecs]  Stability Category 0 is 2
2021-11-21 17:55:12 [1440]  T[269]  [Aztecs]  Stability Category 1 is 6
2021-11-21 17:55:12 [1440]  T[269]  [Aztecs]  Stability Category 2 is 8
2021-11-21 17:55:12 [1440]  T[269]  [Aztecs]  Stability Category 3 is 0
2021-11-21 17:55:12 [1440]  T[269]  [Aztecs]  Stability Category 4 is 0
2021-11-21 17:55:12 [1445]  T[270]  [Maya]  Stability is 6
2021-11-21 17:55:12 [1445]  T[270]  [Maya]  Stability Category 0 is 0
2021-11-21 17:55:12 [1445]  T[270]  [Maya]  Stability Category 1 is 0
2021-11-21 17:55:12 [1445]  T[270]  [Maya]  Stability Category 2 is 6
2021-11-21 17:55:12 [1445]  T[270]  [Maya]  Stability Category 3 is 0
2021-11-21 17:55:12 [1445]  T[270]  [Maya]  Stability Category 4 is 0
2021-11-21 17:55:12 [1445]  T[270]  [Tamils]  Stability is 1
2021-11-21 17:55:12 [1445]  T[270]  [Tamils]  Stability Category 0 is 0
2021-11-21 17:55:12 [1445]  T[270]  [Tamils]  Stability Category 1 is 0
2021-11-21 17:55:12 [1445]  T[270]  [Tamils]  Stability Category 2 is 3
2021-11-21 17:55:12 [1445]  T[270]  [Tamils]  Stability Category 3 is 0
2021-11-21 17:55:12 [1445]  T[270]  [Tamils]  Stability Category 4 is -2
2021-11-21 17:55:12 [1445]  T[270]  [Ethiopia]  Stability is 1
2021-11-21 17:55:12 [1445]  T[270]  [Ethiopia]  New Stability Level is 2
2021-11-21 17:55:12 [1445]  T[270]  [Ethiopia]  Stability Category 0 is 0
2021-11-21 17:55:12 [1445]  T[270]  [Ethiopia]  Stability Category 1 is 0
2021-11-21 17:55:12 [1445]  T[270]  [Ethiopia]  Stability Category 2 is 5
2021-11-21 17:55:12 [1445]  T[270]  [Ethiopia]  Stability Category 3 is 0
2021-11-21 17:55:12 [1445]  T[270]  [Ethiopia]  Stability Category 4 is -4
2021-11-21 17:55:12 [1445]  T[270]  [Spain]  Stability is 20
2021-11-21 17:55:12 [1445]  T[270]  [Spain]  New Stability Level is 4
2021-11-21 17:55:12 [1445]  T[270]  [Spain]  Stability Category 0 is 0
2021-11-21 17:55:12 [1445]  T[270]  [Spain]  Stability Category 1 is 3
2021-11-21 17:55:12 [1445]  T[270]  [Spain]  Stability Category 2 is 19
2021-11-21 17:55:12 [1445]  T[270]  [Spain]  Stability Category 3 is -1
2021-11-21 17:55:12 [1445]  T[270]  [Spain]  Stability Category 4 is -1
2021-11-21 17:55:12 [1445]  T[270]  [Mali]  Stability is 19
2021-11-21 17:55:12 [1445]  T[270]  [Mali]  Stability Category 0 is 1
2021-11-21 17:55:12 [1445]  T[270]  [Mali]  Stability Category 1 is 0
2021-11-21 17:55:12 [1445]  T[270]  [Mali]  Stability Category 2 is 19
2021-11-21 17:55:12 [1445]  T[270]  [Mali]  Stability Category 3 is 0
2021-11-21 17:55:12 [1445]  T[270]  [Mali]  Stability Category 4 is -1
2021-11-21 17:55:12 [1445]  T[270]  [Italy]  Stability is 21
2021-11-21 17:55:12 [1445]  T[270]  [Italy]  Stability Category 0 is 0
2021-11-21 17:55:12 [1445]  T[270]  [Italy]  Stability Category 1 is 12
2021-11-21 17:55:12 [1445]  T[270]  [Italy]  Stability Category 2 is 9
2021-11-21 17:55:12 [1445]  T[270]  [Italy]  Stability Category 3 is 0
2021-11-21 17:55:12 [1445]  T[270]  [Italy]  Stability Category 4 is 0
2021-11-21 17:55:12 [1445]  T[270]  [Turkey]  Stability is 9
2021-11-21 17:55:12 [1445]  T[270]  [Turkey]  Stability Category 0 is 8
2021-11-21 17:55:12 [1445]  T[270]  [Turkey]  Stability Category 1 is 0
2021-11-21 17:55:12 [1445]  T[270]  [Turkey]  Stability Category 2 is 2
2021-11-21 17:55:12 [1445]  T[270]  [Turkey]  Stability Category 3 is -1
2021-11-21 17:55:12 [1445]  T[270]  [Turkey]  Stability Category 4 is 0
2021-11-21 17:55:12 [1445]  T[270]  Resurrection Check Turn Left:261
2021-11-21 17:55:12 [1445]  T[270]  [Mongolia]  Stability is -17
2021-11-21 17:55:12 [1445]  T[270]  [Mongolia]  Stability Category 0 is -20
2021-11-21 17:55:12 [1445]  T[270]  [Mongolia]  Stability Category 1 is 15
2021-11-21 17:55:12 [1445]  T[270]  [Mongolia]  Stability Category 2 is -6
2021-11-21 17:55:12 [1445]  T[270]  [Mongolia]  Stability Category 3 is -2
2021-11-21 17:55:12 [1445]  T[270]  [Mongolia]  Stability Category 4 is -4
2021-11-21 17:55:12 [1445]  T[270]  [Byzantium]  Stability is 2
2021-11-21 17:55:12 [1445]  T[270]  [Byzantium]  Stability Category 0 is 0
2021-11-21 17:55:12 [1445]  T[270]  [Byzantium]  Stability Category 1 is 0
2021-11-21 17:55:12 [1445]  T[270]  [Byzantium]  Stability Category 2 is 3
2021-11-21 17:55:12 [1445]  T[270]  [Byzantium]  Stability Category 3 is -1
2021-11-21 17:55:12 [1445]  T[270]  [Byzantium]  Stability Category 4 is 0
2021-11-21 17:55:12 [1445]  T[270]  [Turkestan]  Stability is 1
2021-11-21 17:55:12 [1445]  T[270]  [Turkestan]  Stability Category 0 is 0
2021-11-21 17:55:12 [1445]  T[270]  [Turkestan]  Stability Category 1 is -9
2021-11-21 17:55:12 [1445]  T[270]  [Turkestan]  Stability Category 2 is 10
2021-11-21 17:55:12 [1445]  T[270]  [Turkestan]  Stability Category 3 is 0
2021-11-21 17:55:12 [1445]  T[270]  [Turkestan]  Stability Category 4 is 0
2021-11-21 17:57:20 [1450]  T[271]  [France]  Stability is 8
2021-11-21 17:57:20 [1450]  T[271]  [France]  Stability Category 0 is 1
2021-11-21 17:57:20 [1450]  T[271]  [France]  Stability Category 1 is 0
2021-11-21 17:57:20 [1450]  T[271]  [France]  Stability Category 2 is 7
2021-11-21 17:57:20 [1450]  T[271]  [France]  Stability Category 3 is -1
2021-11-21 17:57:20 [1450]  T[271]  [France]  Stability Category 4 is 1
2021-11-21 17:57:20 [1450]  T[271]  [Ethiopia]  Stability is -2
2021-11-21 17:57:20 [1450]  T[271]  [Ethiopia]  Stability Category 0 is 0
2021-11-21 17:57:20 [1450]  T[271]  [Ethiopia]  Stability Category 1 is -3
2021-11-21 17:57:20 [1450]  T[271]  [Ethiopia]  Stability Category 2 is 4
2021-11-21 17:57:20 [1450]  T[271]  [Ethiopia]  Stability Category 3 is 0
2021-11-21 17:57:20 [1450]  T[271]  [Ethiopia]  Stability Category 4 is -3
2021-11-21 17:57:20 [1450]  T[271]  [Poland]  Stability is 13
2021-11-21 17:57:20 [1450]  T[271]  [Poland]  Stability Category 0 is 1
2021-11-21 17:57:20 [1450]  T[271]  [Poland]  Stability Category 1 is 0
2021-11-21 17:57:20 [1450]  T[271]  [Poland]  Stability Category 2 is 13
2021-11-21 17:57:20 [1450]  T[271]  [Poland]  Stability Category 3 is -1
2021-11-21 17:57:20 [1450]  T[271]  [Poland]  Stability Category 4 is 0
2021-11-21 17:57:20 [1450]  T[271]  [Aztecs]  Stability is 16
2021-11-21 17:57:20 [1450]  T[271]  [Aztecs]  Stability Category 0 is -1
2021-11-21 17:57:20 [1450]  T[271]  [Aztecs]  Stability Category 1 is 9
2021-11-21 17:57:20 [1450]  T[271]  [Aztecs]  Stability Category 2 is 8
2021-11-21 17:57:20 [1450]  T[271]  [Aztecs]  Stability Category 3 is 0
2021-11-21 17:57:20 [1450]  T[271]  [Aztecs]  Stability Category 4 is 0
2021-11-21 17:57:20 [1450]  T[271]  [Mughals]  Stability is 22
2021-11-21 17:57:20 [1450]  T[271]  [Mughals]  New Stability Level is 4
2021-11-21 17:57:20 [1450]  T[271]  [Mughals]  Stability Category 0 is 4
2021-11-21 17:57:20 [1450]  T[271]  [Mughals]  Stability Category 1 is 9
2021-11-21 17:57:20 [1450]  T[271]  [Mughals]  Stability Category 2 is 10
2021-11-21 17:57:20 [1450]  T[271]  [Mughals]  Stability Category 3 is -1
2021-11-21 17:57:20 [1450]  T[271]  [Mughals]  Stability Category 4 is 0
2021-11-21 17:57:20 [1450]  T[271]  [Japan]  Stability is 6
2021-11-21 17:57:20 [1450]  T[271]  [Japan]  Stability Category 0 is 0
2021-11-21 17:57:20 [1450]  T[271]  [Japan]  Stability Category 1 is 3
2021-11-21 17:57:20 [1450]  T[271]  [Japan]  Stability Category 2 is 3
2021-11-21 17:57:20 [1450]  T[271]  [Japan]  Stability Category 3 is 0
2021-11-21 17:57:20 [1450]  T[271]  [Japan]  Stability Category 4 is 0
2021-11-21 17:57:20 [1450]  T[271]  [Vikings]  Stability is 9
2021-11-21 17:57:20 [1450]  T[271]  [Vikings]  Stability Category 0 is 1
2021-11-21 17:57:20 [1450]  T[271]  [Vikings]  Stability Category 1 is 3
2021-11-21 17:57:20 [1450]  T[271]  [Vikings]  Stability Category 2 is 5
2021-11-21 17:57:20 [1450]  T[271]  [Vikings]  Stability Category 3 is 0
2021-11-21 17:57:20 [1450]  T[271]  [Vikings]  Stability Category 4 is 0
2021-11-21 17:57:20 [1455]  T[272]  [Poland]  Stability is 13
2021-11-21 17:57:20 [1455]  T[272]  [Poland]  Stability Category 0 is 1
2021-11-21 17:57:20 [1455]  T[272]  [Poland]  Stability Category 1 is 0
2021-11-21 17:57:20 [1455]  T[272]  [Poland]  Stability Category 2 is 13
2021-11-21 17:57:20 [1455]  T[272]  [Poland]  Stability Category 3 is -1
2021-11-21 17:57:20 [1455]  T[272]  [Poland]  Stability Category 4 is 0
2021-11-21 17:57:20 [1455]  T[272]  [China]  Stability is -3
2021-11-21 17:57:20 [1455]  T[272]  [China]  Stability Category 0 is 0
2021-11-21 17:57:20 [1455]  T[272]  [China]  Stability Category 1 is -3
2021-11-21 17:57:20 [1455]  T[272]  [China]  Stability Category 2 is 0
2021-11-21 17:57:20 [1455]  T[272]  [China]  Stability Category 3 is -1
2021-11-21 17:57:20 [1455]  T[272]  [China]  Stability Category 4 is 1
2021-11-21 17:57:20 [1455]  T[272]  [Tamils]  Stability is 3
2021-11-21 17:57:20 [1455]  T[272]  [Tamils]  Stability Category 0 is 0
2021-11-21 17:57:20 [1455]  T[272]  [Tamils]  Stability Category 1 is 0
2021-11-21 17:57:20 [1455]  T[272]  [Tamils]  Stability Category 2 is 4
2021-11-21 17:57:20 [1455]  T[272]  [Tamils]  Stability Category 3 is 0
2021-11-21 17:57:20 [1455]  T[272]  [Tamils]  Stability Category 4 is -1
2021-11-21 17:57:20 [1455]  T[272]  [Japan]  Stability is 6
2021-11-21 17:57:20 [1455]  T[272]  [Japan]  Stability Category 0 is 0
2021-11-21 17:57:20 [1455]  T[272]  [Japan]  Stability Category 1 is 3
2021-11-21 17:57:20 [1455]  T[272]  [Japan]  Stability Category 2 is 3
2021-11-21 17:57:20 [1455]  T[272]  [Japan]  Stability Category 3 is 0
2021-11-21 17:57:20 [1455]  T[272]  [Japan]  Stability Category 4 is 0
2021-11-21 17:57:20 [1455]  T[272]  [England]  Stability is 5
2021-11-21 17:57:20 [1455]  T[272]  [England]  Stability Category 0 is 0
2021-11-21 17:57:20 [1455]  T[272]  [England]  Stability Category 1 is 3
2021-11-21 17:57:20 [1455]  T[272]  [England]  Stability Category 2 is 7
2021-11-21 17:57:20 [1455]  T[272]  [England]  Stability Category 3 is 0
2021-11-21 17:57:20 [1455]  T[272]  [England]  Stability Category 4 is -5
2021-11-21 17:57:20 [1455]  T[272]  [Inca]  Stability is 7
2021-11-21 17:57:20 [1455]  T[272]  [Inca]  Stability Category 0 is 1
2021-11-21 17:57:20 [1455]  T[272]  [Inca]  Stability Category 1 is 0
2021-11-21 17:57:20 [1455]  T[272]  [Inca]  Stability Category 2 is 6
2021-11-21 17:57:20 [1455]  T[272]  [Inca]  Stability Category 3 is 0
2021-11-21 17:57:20 [1455]  T[272]  [Inca]  Stability Category 4 is 0
2021-11-21 17:57:20 [1455]  T[272]  [Mongolia]  Stability is -14
2021-11-21 17:57:20 [1455]  T[272]  [Mongolia]  Stability Category 0 is -20
2021-11-21 17:57:20 [1455]  T[272]  [Mongolia]  Stability Category 1 is 18
2021-11-21 17:57:20 [1455]  T[272]  [Mongolia]  Stability Category 2 is -6
2021-11-21 17:57:20 [1455]  T[272]  [Mongolia]  Stability Category 3 is -2
2021-11-21 17:57:20 [1455]  T[272]  [Mongolia]  Stability Category 4 is -4
2021-11-21 17:57:20 [1455]  T[272]  [Byzantium]  Stability is 4
2021-11-21 17:57:20 [1455]  T[272]  [Byzantium]  Stability Category 0 is 0
2021-11-21 17:57:20 [1455]  T[272]  [Byzantium]  Stability Category 1 is 0
2021-11-21 17:57:20 [1455]  T[272]  [Byzantium]  Stability Category 2 is 4
2021-11-21 17:57:20 [1455]  T[272]  [Byzantium]  Stability Category 3 is 0
2021-11-21 17:57:20 [1455]  T[272]  [Byzantium]  Stability Category 4 is 0
2021-11-21 17:57:20 [1455]  T[272]  [Turkestan]  Stability is 0
2021-11-21 17:57:20 [1455]  T[272]  [Turkestan]  Stability Category 0 is 1
2021-11-21 17:57:20 [1455]  T[272]  [Turkestan]  Stability Category 1 is -9
2021-11-21 17:57:20 [1455]  T[272]  [Turkestan]  Stability Category 2 is 7
2021-11-21 17:57:20 [1455]  T[272]  [Turkestan]  Stability Category 3 is 2
2021-11-21 17:57:20 [1455]  T[272]  [Turkestan]  Stability Category 4 is -1
2021-11-21 17:57:20 [1455]  T[272]  [Russia]  Stability is 0
2021-11-21 17:57:20 [1455]  T[272]  [Russia]  Stability Category 0 is 1
2021-11-21 17:57:20 [1455]  T[272]  [Russia]  Stability Category 1 is 3
2021-11-21 17:57:20 [1455]  T[272]  [Russia]  Stability Category 2 is 1
2021-11-21 17:57:20 [1455]  T[272]  [Russia]  Stability Category 3 is 0
2021-11-21 17:57:20 [1455]  T[272]  [Russia]  Stability Category 4 is -5
2021-11-21 17:57:20 [1460]  T[273]  [Tamils]  Stability is 2
2021-11-21 17:57:20 [1460]  T[273]  [Tamils]  Stability Category 0 is 0
2021-11-21 17:57:20 [1460]  T[273]  [Tamils]  Stability Category 1 is 0
2021-11-21 17:57:20 [1460]  T[273]  [Tamils]  Stability Category 2 is 4
2021-11-21 17:57:20 [1460]  T[273]  [Tamils]  Stability Category 3 is -1
2021-11-21 17:57:20 [1460]  T[273]  [Tamils]  Stability Category 4 is -1
2021-11-21 17:57:20 [1460]  T[273]  [Mongolia]  Stability is -10
2021-11-21 17:57:20 [1460]  T[273]  [Mongolia]  New Stability Level is 1
2021-11-21 17:57:20 [1460]  T[273]  [Mongolia]  Stability Category 0 is -20
2021-11-21 17:57:20 [1460]  T[273]  [Mongolia]  Stability Category 1 is 18
2021-11-21 17:57:20 [1460]  T[273]  [Mongolia]  Stability Category 2 is -6
2021-11-21 17:57:20 [1460]  T[273]  [Mongolia]  Stability Category 3 is -2
2021-11-21 17:57:20 [1460]  T[273]  [Mongolia]  Stability Category 4 is 0
2021-11-21 17:57:20 [1460]  T[273]  [China]  Stability is -1
2021-11-21 17:57:20 [1460]  T[273]  [China]  Stability Category 0 is 0
2021-11-21 17:57:20 [1460]  T[273]  [China]  Stability Category 1 is 0
2021-11-21 17:57:20 [1460]  T[273]  [China]  Stability Category 2 is -1
2021-11-21 17:57:20 [1460]  T[273]  [China]  Stability Category 3 is 0
2021-11-21 17:57:20 [1460]  T[273]  [China]  Stability Category 4 is 0
2021-11-21 17:57:20 [1460]  T[273]  [Turkestan]  Stability is -2
2021-11-21 17:57:20 [1460]  T[273]  [Turkestan]  Stability Category 0 is 1
2021-11-21 17:57:20 [1460]  T[273]  [Turkestan]  Stability Category 1 is -9
2021-11-21 17:57:20 [1460]  T[273]  [Turkestan]  Stability Category 2 is 7
2021-11-21 17:57:20 [1460]  T[273]  [Turkestan]  Stability Category 3 is 0
2021-11-21 17:57:20 [1460]  T[273]  [Turkestan]  Stability Category 4 is -1
2021-11-21 17:57:20 [1460]  T[273]  [Byzantium]  Stability is 5
2021-11-21 17:57:20 [1460]  T[273]  [Byzantium]  Stability Category 0 is 0
2021-11-21 17:57:20 [1460]  T[273]  [Byzantium]  Stability Category 1 is 0
2021-11-21 17:57:20 [1460]  T[273]  [Byzantium]  Stability Category 2 is 7
2021-11-21 17:57:20 [1460]  T[273]  [Byzantium]  Stability Category 3 is -2
2021-11-21 17:57:20 [1460]  T[273]  [Byzantium]  Stability Category 4 is 0
2021-11-21 17:57:20 [1460]  T[273]  [Vikings]  Stability is 10
2021-11-21 17:57:20 [1460]  T[273]  [Vikings]  New Stability Level is 2
2021-11-21 17:57:20 [1460]  T[273]  [Vikings]  Stability Category 0 is 1
2021-11-21 17:57:20 [1460]  T[273]  [Vikings]  Stability Category 1 is 3
2021-11-21 17:57:20 [1460]  T[273]  [Vikings]  Stability Category 2 is 6
2021-11-21 17:57:20 [1460]  T[273]  [Vikings]  Stability Category 3 is 0
2021-11-21 17:57:20 [1460]  T[273]  [Vikings]  Stability Category 4 is 0
2021-11-21 17:57:20 [1460]  T[273]  [Spain]  Stability is 18
2021-11-21 17:57:20 [1460]  T[273]  [Spain]  Stability Category 0 is 0
2021-11-21 17:57:20 [1460]  T[273]  [Spain]  Stability Category 1 is 3
2021-11-21 17:57:20 [1460]  T[273]  [Spain]  Stability Category 2 is 19
2021-11-21 17:57:20 [1460]  T[273]  [Spain]  Stability Category 3 is -2
2021-11-21 17:57:20 [1460]  T[273]  [Spain]  Stability Category 4 is -2
2021-11-21 17:57:20 [1460]  T[273]  [神圣罗马]  Stability is 10
2021-11-21 17:57:20 [1460]  T[273]  [神圣罗马]  New Stability Level is 3
2021-11-21 17:57:20 [1460]  T[273]  [神圣罗马]  Stability Category 0 is -11
2021-11-21 17:57:20 [1460]  T[273]  [神圣罗马]  Stability Category 1 is 6
2021-11-21 17:57:20 [1460]  T[273]  [神圣罗马]  Stability Category 2 is 16
2021-11-21 17:57:20 [1460]  T[273]  [神圣罗马]  Stability Category 3 is -1
2021-11-21 17:57:20 [1460]  T[273]  [神圣罗马]  Stability Category 4 is 0
2021-11-21 17:57:20 [1465]  T[274]  [Maya]  Stability is 6
2021-11-21 17:57:20 [1465]  T[274]  [Maya]  Stability Category 0 is 0
2021-11-21 17:57:20 [1465]  T[274]  [Maya]  Stability Category 1 is 0
2021-11-21 17:57:20 [1465]  T[274]  [Maya]  Stability Category 2 is 6
2021-11-21 17:57:20 [1465]  T[274]  [Maya]  Stability Category 3 is 0
2021-11-21 17:57:20 [1465]  T[274]  [Maya]  Stability Category 4 is 0
2021-11-21 17:57:20 [1465]  T[274]  [Tamils]  Stability is -2
2021-11-21 17:57:20 [1465]  T[274]  [Tamils]  Stability Category 0 is 0
2021-11-21 17:57:20 [1465]  T[274]  [Tamils]  Stability Category 1 is -6
2021-11-21 17:57:20 [1465]  T[274]  [Tamils]  Stability Category 2 is 5
2021-11-21 17:57:20 [1465]  T[274]  [Tamils]  Stability Category 3 is 0
2021-11-21 17:57:20 [1465]  T[274]  [Tamils]  Stability Category 4 is -1
2021-11-21 17:57:20 [1465]  T[274]  [England]  Stability is 1
2021-11-21 17:57:20 [1465]  T[274]  [England]  Stability Category 0 is 0
2021-11-21 17:57:20 [1465]  T[274]  [England]  Stability Category 1 is 0
2021-11-21 17:57:20 [1465]  T[274]  [England]  Stability Category 2 is 7
2021-11-21 17:57:20 [1465]  T[274]  [England]  Stability Category 3 is 0
2021-11-21 17:57:20 [1465]  T[274]  [England]  Stability Category 4 is -6
2021-11-21 17:57:20 [1465]  T[274]  [神圣罗马]  Stability is 6
2021-11-21 17:57:20 [1465]  T[274]  [神圣罗马]  Stability Category 0 is -15
2021-11-21 17:57:20 [1465]  T[274]  [神圣罗马]  Stability Category 1 is 6
2021-11-21 17:57:20 [1465]  T[274]  [神圣罗马]  Stability Category 2 is 16
2021-11-21 17:57:20 [1465]  T[274]  [神圣罗马]  Stability Category 3 is -1
2021-11-21 17:57:20 [1465]  T[274]  [神圣罗马]  Stability Category 4 is 0
2021-11-21 17:57:20 [1465]  T[274]  [Poland]  Stability is 13
2021-11-21 17:57:20 [1465]  T[274]  [Poland]  Stability Category 0 is 1
2021-11-21 17:57:20 [1465]  T[274]  [Poland]  Stability Category 1 is 0
2021-11-21 17:57:20 [1465]  T[274]  [Poland]  Stability Category 2 is 13
2021-11-21 17:57:20 [1465]  T[274]  [Poland]  Stability Category 3 is -1
2021-11-21 17:57:20 [1465]  T[274]  [Poland]  Stability Category 4 is 0
2021-11-21 17:57:20 [1465]  T[274]  [Spain]  Stability is 10
2021-11-21 17:57:20 [1465]  T[274]  [Spain]  Stability Category 0 is -7
2021-11-21 17:57:20 [1465]  T[274]  [Spain]  Stability Category 1 is 0
2021-11-21 17:57:20 [1465]  T[274]  [Spain]  Stability Category 2 is 18
2021-11-21 17:57:20 [1465]  T[274]  [Spain]  Stability Category 3 is -1
2021-11-21 17:57:20 [1465]  T[274]  [Spain]  Stability Category 4 is 0
2021-11-21 17:57:20 [1470]  T[275]  [Portugal]  Stability is 17
2021-11-21 17:57:20 [1470]  T[275]  [Portugal]  Stability Category 0 is 1
2021-11-21 17:57:20 [1470]  T[275]  [Portugal]  Stability Category 1 is 0
2021-11-21 17:57:20 [1470]  T[275]  [Portugal]  Stability Category 2 is 17
2021-11-21 17:57:20 [1470]  T[275]  [Portugal]  Stability Category 3 is -1
2021-11-21 17:57:20 [1470]  T[275]  [Portugal]  Stability Category 4 is 0
2021-11-21 17:57:20 [1470]  T[275]  [Italy]  Stability is 11
2021-11-21 17:57:20 [1470]  T[275]  [Italy]  Stability Category 0 is 0
2021-11-21 17:57:20 [1470]  T[275]  [Italy]  Stability Category 1 is 3
2021-11-21 17:57:20 [1470]  T[275]  [Italy]  Stability Category 2 is 9
2021-11-21 17:57:20 [1470]  T[275]  [Italy]  Stability Category 3 is -1
2021-11-21 17:57:20 [1470]  T[275]  [Italy]  Stability Category 4 is 0
2021-11-21 17:57:20 [1470]  T[275]  [Turkey]  Stability is 6
2021-11-21 17:57:20 [1470]  T[275]  [Turkey]  Stability Category 0 is 4
2021-11-21 17:57:20 [1470]  T[275]  [Turkey]  Stability Category 1 is 0
2021-11-21 17:57:20 [1470]  T[275]  [Turkey]  Stability Category 2 is 3
2021-11-21 17:57:20 [1470]  T[275]  [Turkey]  Stability Category 3 is -1
2021-11-21 17:57:20 [1470]  T[275]  [Turkey]  Stability Category 4 is 0
2021-11-21 17:57:20 [1475]  T[276]  [神圣罗马]  Stability is 9
2021-11-21 17:57:20 [1475]  T[276]  [神圣罗马]  Stability Category 0 is -11
2021-11-21 17:57:20 [1475]  T[276]  [神圣罗马]  Stability Category 1 is 6
2021-11-21 17:57:20 [1475]  T[276]  [神圣罗马]  Stability Category 2 is 16
2021-11-21 17:57:20 [1475]  T[276]  [神圣罗马]  Stability Category 3 is -2
2021-11-21 17:57:20 [1475]  T[276]  [神圣罗马]  Stability Category 4 is 0
2021-11-21 17:57:20 [1475]  T[276]  [Russia]  Stability is -2
2021-11-21 17:57:20 [1475]  T[276]  [Russia]  Stability Category 0 is 0
2021-11-21 17:57:20 [1475]  T[276]  [Russia]  Stability Category 1 is 3
2021-11-21 17:57:20 [1475]  T[276]  [Russia]  Stability Category 2 is 1
2021-11-21 17:57:20 [1475]  T[276]  [Russia]  Stability Category 3 is 0
2021-11-21 17:57:20 [1475]  T[276]  [Russia]  Stability Category 4 is -6
2021-11-21 17:57:20 [1475]  T[276]  [Inca]  Stability is 6
2021-11-21 17:57:20 [1475]  T[276]  [Inca]  Stability Category 0 is 0
2021-11-21 17:57:20 [1475]  T[276]  [Inca]  Stability Category 1 is 0
2021-11-21 17:57:20 [1475]  T[276]  [Inca]  Stability Category 2 is 6
2021-11-21 17:57:20 [1475]  T[276]  [Inca]  Stability Category 3 is 0
2021-11-21 17:57:20 [1475]  T[276]  [Inca]  Stability Category 4 is 0
2021-11-21 17:57:20 [1480]  T[277]  [Maya]  Stability is 6
2021-11-21 17:57:20 [1480]  T[277]  [Maya]  Stability Category 0 is 0
2021-11-21 17:57:20 [1480]  T[277]  [Maya]  Stability Category 1 is 0
2021-11-21 17:57:20 [1480]  T[277]  [Maya]  Stability Category 2 is 6
2021-11-21 17:57:20 [1480]  T[277]  [Maya]  Stability Category 3 is 0
2021-11-21 17:57:20 [1480]  T[277]  [Maya]  Stability Category 4 is 0
2021-11-21 17:57:20 [1480]  T[277]  [Ethiopia]  Stability is -1
2021-11-21 17:57:20 [1480]  T[277]  [Ethiopia]  Stability Category 0 is 0
2021-11-21 17:57:20 [1480]  T[277]  [Ethiopia]  Stability Category 1 is -3
2021-11-21 17:57:20 [1480]  T[277]  [Ethiopia]  Stability Category 2 is 4
2021-11-21 17:57:20 [1480]  T[277]  [Ethiopia]  Stability Category 3 is 0
2021-11-21 17:57:20 [1480]  T[277]  [Ethiopia]  Stability Category 4 is -2
2021-11-21 17:57:20 [1480]  T[277]  [Vikings]  Stability is 6
2021-11-21 17:57:20 [1480]  T[277]  [Vikings]  Stability Category 0 is 1
2021-11-21 17:57:20 [1480]  T[277]  [Vikings]  Stability Category 1 is 0
2021-11-21 17:57:20 [1480]  T[277]  [Vikings]  Stability Category 2 is 5
2021-11-21 17:57:20 [1480]  T[277]  [Vikings]  Stability Category 3 is 0
2021-11-21 17:57:20 [1480]  T[277]  [Vikings]  Stability Category 4 is 0
2021-11-21 17:57:20 [1480]  T[277]  [Mongolia]  Stability is -18
2021-11-21 17:57:20 [1480]  T[277]  [Mongolia]  Stability Category 0 is -22
2021-11-21 17:57:20 [1480]  T[277]  [Mongolia]  Stability Category 1 is 12
2021-11-21 17:57:20 [1480]  T[277]  [Mongolia]  Stability Category 2 is -8
2021-11-21 17:57:20 [1480]  T[277]  [Mongolia]  Stability Category 3 is -2
2021-11-21 17:57:20 [1480]  T[277]  [Mongolia]  Stability Category 4 is 2
2021-11-21 17:57:20 [1480]  T[277]  [China]  Stability is -3
2021-11-21 17:57:20 [1480]  T[277]  [China]  Stability Category 0 is 0
2021-11-21 17:57:20 [1480]  T[277]  [China]  Stability Category 1 is -3
2021-11-21 17:57:20 [1480]  T[277]  [China]  Stability Category 2 is 0
2021-11-21 17:57:20 [1480]  T[277]  [China]  Stability Category 3 is 0
2021-11-21 17:57:20 [1480]  T[277]  [China]  Stability Category 4 is 0
2021-11-21 17:57:20 [1480]  T[277]  [Spain]  Stability is 16
2021-11-21 17:57:20 [1480]  T[277]  [Spain]  Stability Category 0 is 0
2021-11-21 17:57:20 [1480]  T[277]  [Spain]  Stability Category 1 is 0
2021-11-21 17:57:20 [1480]  T[277]  [Spain]  Stability Category 2 is 18
2021-11-21 17:57:20 [1480]  T[277]  [Spain]  Stability Category 3 is -2
2021-11-21 17:57:20 [1480]  T[277]  [Spain]  Stability Category 4 is 0
2021-11-21 17:57:20 [1480]  T[277]  [神圣罗马]  Stability is 13
2021-11-21 17:57:20 [1480]  T[277]  [神圣罗马]  New Stability Level is 3
